url,headline,date of published,article_content
https://selangorjournal.my/2020/07/migrants-buying-possessing-fake-mykad-to-face-action-under-sosma/,"Migrants buying, possessing fake MyKad to face action under SOSMA",2020-07-20T16:59:17+08:00,"PUTRAJAYA, July 20 — Migrants who buy or possess fake MyKad can be prosecuted under the Security Offences (Special Measures) Act 2012 (SOSMA) when such offences, which are under the Immigration Act 1959/63, are included in Sosma. Minister of Home Affairs, Datuk Seri Hamzah Zainudin said, currently, migrants who committed the offences were only detained under the Immigration Act and repatriated. ‘’It will be implemented soon and does not require an amendment to the act or through Parliament,’’ Hamzah told a media conference during his first visit to the National Registration Department (JPN), here, today. ‘’The Minister of Home Affairs has the authority under the First Schedule of Sosma to increase the number of offences committed under the Immigration Act to be included in SOSMA,’’ he also said. According to Hamzah, 37 migrants who possessed fake MyKad were detained this year until July 17 in 37 operations conducted by JPN nationwide. Hamzah also stressed that Malaysians found to be involved in syndicates falsifying MyKad would be acted against under SOSMA. ‘’This is because they do not have a sense of belonging as Malaysian citizens and to me they are committing treason,’’ he said. Asked on syndicates falsifying MyKad, he said investigations would be conducted based on 12 latest arrests recently. In the meantime, Hamzah said the ministry was negotiating with several companies in an effort to develop digital identity cards (ID) to reduce the issue of falsifications of MyKad in future. ‘’There are many technologies available in the world and we want to ensure the system which we use is not only the best but can also be linked to what we have now. ‘’In terms of usage, we have the physical identity card (MyKad) and also digitally, meaning we just look at your face and we already know,’’ Hamzah added. — Bernama   "
https://selangorjournal.my/2020/07/three-years-jail-for-man-who-robbed-stripped-couple-naked-over-rm80-debt/,"Three years’ jail for man who robbed, stripped couple naked over RM80 debt",2020-07-20T15:57:25+08:00,"KUALA LUMPUR, July 20 — A former e-hailing driver who robbed a couple and then stripped the victims naked over a RM80 debt was sentenced to a total of six years jail by the Sessions Court here today. Judge Mahyon Talib meted out the sentence on Nor Fikri Edli Mohd Nordin, 34, after he changed his plea to guilty on two counts of robbery. He was sentenced to three years’ jail on each count, to be served concurrently from the date of his arrest, which was last Feb 11. Nor Fikri Edli was charged with two others, who are still at large, with committing gang-robbery on a 26-year-old burger trader and his girl friend, aged 25, at a hotel in Jalan Sentul here at 4am on Jan 30 this year. The couple was robbed of four handphones, their identity cards, driving licence, bank card, RM300 and a motorcycle. According to the facts of the case, Nor Fikri Edli and his two friends confronted the burger trader, who was with his girlfriend, for repayment of a RM80 loan. After robbing the victims, the accused and his friends took the couple to a hotel where they assaulted and stripped the couple naked, while recording the act and then threatened to distribute the video. In mitigation, lawyer N Zenathnara, representing Nor Fikri Edli, said his client was an epileptic and had four children and a mother to support. Deputy public prosecutor Nurliyana Mohd Jafri prosecuted. — Bernama   "
https://selangorjournal.my/2020/07/newborn-baby-girl-found-in-mineral-water-carton/,Newborn baby girl found in mineral water carton,2020-07-20T10:46:27+08:00,"KUALA LUMPUR, July 20 — A newborn baby girl was found with her umbilical cord still intact at the Jalan Kabus-Jalan Bintang intersection in Ampang near here, yesterday. Ampang Jaya District Police Chief ACP Noor Azmi Yusoff said the department received a call regarding the discovery of the infant in a mineral water carton at 7am. “No documents or belongings were found with the baby, and she was taken to Ampang Hospital for examination. “The examination revealed that the baby weighing 2.8 kg was born full term, and within the last 24 hours,” he said in a statement yesterday. He said members of the public with information regarding the case could contact investigating officer Insp Zanariah at 018-9604202, or proceed to any nearby police station. He added that the case was being investigated under Section 317 of the Penal Code for child abandonment. — Bernama   "
https://selangorjournal.my/2020/07/former-formula-4-driver-charged-with-cheating-more-than-rm700000/,"Former Formula 4 driver charged with cheating more than RM700,000",2020-07-17T18:01:35+08:00,"SHAH ALAM, July 17 — A former Formula 4 driver was charged in the Sessions Court here today with 32 counts of cheating and deceiving two men of RM709,200 with promise to get them their identity card, driving licence and passport between November 2018 and June last year. However, Eric Louis Pragasam, 23, pleaded not guilty to all the charges, which were read out separately before Judge Rozilah Salleh. On the first to the 31st count, Pragasam, who is unemployed, was charged with cheating and deceiving one Lim Heng Ho, 65, into believing that he could help get an identity card from the National Registration Department (JPN), a driving licence and a passport for one Lim Yat Soon, 20, prompting Heng Ho to hand over RM704,200 to Pragasam. The offences were committed in Petaling Jaya between Nov 3, 2017 and May 14, 2019. On the 32nd count, Pragasam was charged with deceiving Yat Soon into handing him RM5,000 for an identity card. The offence was alleged to have been committed at the Khalifah Restaurant, Kota Damansara, Petaling Jaya on June 17, 2019. All the charges were framed under Section 420 of the Penal Code which provides for a maximum jail term of 10 years and whipping, and liable to fine, upon conviction. Rozilah allowed Pragasam bail of RM160,000, which is RM5,000 for each count, with one surety, and also ordered him to surrender his passport to the court. Deputy public prosecutor from the Malaysian Anti-Corruption Commission (MACC) Fadhli Ab Wahab prosecuted, while lawyer Afifuddin Ahmad Hafifi represented Pragasam. The court set Aug 19 for mention. — Bernama "
https://selangorjournal.my/2020/07/taser-guns-pdrm-to-discuss-with-home-ministry-igp/,Taser guns: PDRM to discuss with Home Ministry — IGP,2020-07-17T17:15:45+08:00,"KUALA LUMPUR, July 17 — The Royal Malaysia Police (PDRM) will discuss with the Home Ministry on procuring taser guns for its officers and personnel. Inspector-General of Police, Tan Sri Abdul Hamid Bador said this was to ensure the taser guns were of high-quality, with a guarantee and good after-sales maintenance so as to select the best supplier which could fulfil all of the criteria. “We would like to have in-depth discussion (with the Home Ministry) to ensure only quality and fully-functioning products will be bought, and the budget will be submitted to the ministry. “Previously, police have been using taser guns but the contract has ended. The guns even have expiry dates while some do not have guarantee whether they are still usable or not,” he told Bernama after the handing-over of shoes by Syarikat Bata Primavera Sdn Bhd at Bukit Aman, here, today. Abdul Hamid said the usage of taser guns was the best solution to assist police officers in facing critical situations such as individuals running amok or having mental problems, without hurting them. He added that taser guns would help protect the police force from accusations of arms misuse when handling situations that were out of their control. — Bernama   "
https://selangorjournal.my/2020/07/i-want-to-sweep-away-all-elements-of-gangsterism-igp/,‘I want to sweep away all elements of gangsterism’ — IGP,2020-07-16T18:03:57+08:00,"KUALA LUMPUR, July 16 — “Anyone who claims to be a gangster will be arrested and taken action against under the Security Offences (Special Measures) Act 2012 (SOSMA),” said Inspector-General of Police, Tan Sri Abdul Hamid Bador. He said he and his team were currently on a mission to clean up the culture of gangsterism in the country including at the school level. He said his mission was to correct the minds of the people so that the elements of gangsterism could be curbed in primary and secondary schools. “Right now, there are high school students in Form 1 and Form 2 who already have an inclination to associate themselves with gangsterism groups, to the point they can threaten people for money. I want to sweep away all these gangsterism (elements), “he told Bernama in Bukit Aman, here. Abdul Hamid said his party would not give any leeway and would fight the issue of gangsterism to the fullest. He said these elements would lead to an unhealthy culture of gangsterism in the realm of learning especially in schools. Abdul Hamid stressed that he would not tolerate gangsterism in the country at all and would detain anyone involved regardless of race. In another development, Abdul Hamid had instructed the Bukit Aman Traffic Investigation and Enforcement Department (JSPT) to go all out to combat illegal racings in the country. “Besides that, I plan to create a case file to detain the organisers of illegal racings under the Prevention of Crime Act (POCA) 1959. “The organisations of illegal races encourage more incidents of crime such as motorcycle theft, so the police will use POCA to detain them,” he said. Meanwhile, Abdul Hamid reminded his subordinates in the logistics department to ensure there were no irregularities in all types of projects. “I do reject any kind of payment from any contractor seeking a project from the police. “I holistically do not give the opportunity, because, as IGP (Inspector General of Police) I do not want anything at all, I will reject even a single cent, let alone offers of treats from the contractor,” he said. “Even, if my own siblings want to lobby for projects, I will absolutely not allow them to interfere in the PDRM (Royal Malaysian Police),” he said. — Bernama   "
https://selangorjournal.my/2020/07/unemployed-man-charged-for-killing-cats-in-washing-machine-at-kepong-launderette/,Unemployed man charged for killing cats in washing machine at Kepong launderette,2020-07-16T15:08:50+08:00,"KUALA LUMPUR, July 16 — An unemployed man in a viraled video showing him putting three cats in a washing machine, and then set it on, resulting in the death of the three feline at a self-service launderette in Kepong here last month was charged in the Selayang Sessions Court here today for cruelty to the animal. However, Muhammad Najwan Zulkefli, 24, pleaded not guilty to the charge after it was read out to him before Judge Syafeera Mohd Said. He was charged with wantonly or unreasonably causing unnecessary death pain or suffering to the three cats at a laundry facility at Altantis Self Service Laundry, Block 3, Desa Aman Puri Apartment, Kepong between 5am and 6.30am, on June 12. The charge was framed under Section 29 (1)(e) of the Animal Welfare Act 2015 which provides a maximum fine of RM100,000 or imprisonment for up to three years or both, upon conviction. Prosecuting officer from Selangor Veterinary Services Department N. Naageswara Rao then applied for Muhammad Najwan, unrepresented, to be sent to Hospital Bahagia for observation. The court, in allowing the prosecution’s application, ordered Muhammad Najwan to be for a month observation at the hospital. Also in court today was Malaysian Animal Association President Arie Dwi Andika. — Bernama "
https://selangorjournal.my/2020/07/police-officers-staff-warned-not-to-reveal-police-reports-igp/,"Police officers, staff warned not to reveal police reports — IGP",2020-07-15T11:12:44+08:00,"KUALA LUMPUR, July 15 — Police officers and staff have been warned not to reveal or share investigation reports to the public or post them on the social media as they can be investigated under the Official Secrets Act 1972. Inspector-General of Police Tan Sri Abdul Hamid Bador said revealing police reports was an offence as the information was confidential and classified. “Many police reports in various cases have been shared on social media and gone viral. If I find police officers or staff doing that, I will immediately take action under the Official Secrets Act. “For instance, if the victim lodged a police report of a sexual crime and the victim narrates what happened, the person on duty who takes down the report reveals it on Whatsapp and the information reaches the media, this is an irresponsible act,” he told Bernama at Bukit Aman recently. Abdul Hamid said the act of revealing the victim or complainant’s information could subject him to ridicule whereas a police report is confidential and cannot be revealed to the public. He added any police officer or staff found to have done so can face disciplinary action including suspension. He said police reports can only be shared by the police officer responsible for it only for case reference, and others who are not involved cannot do so. “There is a police report that has gone viral on social media and when I checked with the director of the Crime Investigation Department in Bukit Aman (Datuk Huzir Mohamed), I asked him where this case was and how the information spread. “He said the victim revealed the police report on the social media,” Abdul Hamid said, adding that it was still an offence even if the victim was the one who leaked the police report. — Bernama   "
https://selangorjournal.my/2020/07/woman-suffers-rm700000-losses-in-macau-scam/,"Woman suffers RM700,000 losses in Macau scam",2020-07-15T10:00:17+08:00,"KUALA LUMPUR, July 15 — A female civil servant suffered losses of almost RM700,000 after a Macau Scam syndicate duped her into believing she was involved in a money-laundering scheme. Petaling Jaya district police chief Assistant Commissioner of Police Nik Ezanee Mohd Faisal said the 51-year-old woman who worked at a statutory body agency had received a phone call from an individual claiming to be a Pos Laju staff from Kuala Lumpur on May 21. He said the victim was informed that there was a package registered under her name containing an identity card and an ATM card sent to an individual with an address in Tuaran, Kota Kinabalu, Sabah and that the package had been held. “The victim, who initially denied the matter, was then put on the line with another individual who introduced himself as a police officer from the Kota Kinabalu headquarters, stating that the victim had been identified to be involved in money laundering activities,” he said in a statement here yesterday. He said the victim then followed all the instructions given by the suspect and transferred the money to six different accounts by doing 38 transactions starting last May 21. However, when the victim realised that she had been duped, she informed her husband of the matter and lodged a police report on Sunday. “The case is being investigated under Section 420 of the Penal Code for fraud which provides for a maximum jail term of 10 years, and whipping, with a possible fine, if convicted,” he said. — Bernama "
https://selangorjournal.my/2020/07/laptop-purchase-gone-wrong-lecturer-loses-rm100000-to-e-commerce-syndicate/,"Laptop purchase gone wrong: Lecturer loses RM100,000 to e-commerce syndicate",2020-07-15T09:47:11+08:00,"MELAKA, July 15 — A lecturer at a private college here lost more than RM100,000 after he was believed to have been duped by an e-commerce syndicate over the purchase of a laptop worth RM1,900 advertised on a well-known website. Melaka Commercial Criminal Investigation Department chief Supt E. Sundra Rajan said the 76-year-old man had contacted the suspect on July 7 to purchase the laptop via the WhatsApp application before proceeding with the payment transactions. “Initially, the suspect had asked the victim to make a payment of RM3,000 for the insurance process and ‘clearance fee’ followed by several other transactions including RM18,700 for tax and RM23,000 for stamp duty. “The victim, who did not find anything amiss at that point, continued with the payments as requested by the suspect, and only became suspicious after realising he had made payments amounting to RM101,900,” he said in a statement here yesterday. Sundra Rajan said the victim then complained about the matter to his son before filing a police report on July 11. In this regard, he urged the public to remain vigilant when making online purchases to avoid becoming a victim of Internet fraud. The public can also check all the dubious bank account or telephone numbers listed on the website http://ccid.rmp.gov.my/semakmule prior to making any transaction, he added. — Bernama   "
https://selangorjournal.my/2020/07/unemployed-man-charged-with-girlfriends-murder/,Unemployed man charged with girlfriend’s murder,2020-07-14T12:09:20+08:00,"TAPAH, July 14 — An unemployed man was charged in the Magistrate’s Court here today with the murder of a woman, believed to be his girl friend, whose decomposed body was found in an oil palm plantation last month. I. Magendran, 40, nodded after the charge was read out to him before Magistrate Mohd Harith Mohd Mazlan, but no plea was recorded. He was charged under Section 302 of the Penal Code with murdering Siaw Kannagi, 47, between 7am and noon at an oil palm plantation at Km 72 Jalan Ipoh-Kuala Lumpur, Bidor, here last June 26. Deputy public prosecutor Muhammad Azfar Mahmod prosecuted, while Magendran was unrepresented. The court set Aug 27 for mention pending the post-mortem report and medical report on the victim. — Bernama   "
https://selangorjournal.my/2020/07/former-babysitter-fined-rm5000-for-pulling-childs-hair/,"Former babysitter fined RM5,000 for pulling child’s hair",2020-07-13T15:49:17+08:00,"KUALA LUMPUR, July 13 — For pulling the hair of a three-year-old girl while feeding her, a former babysitter was fined RM5,000 in default six months’ jail by the Sessions Court here today. Judge Emelia Kaswati Mohamad Khalid sentenced Roslina Inggo, 24, after the accused changed her plea to guilty on the first day of the trial. Roslina was charged with intentionally committing the offence at a nursery, here at 10.51 am on Nov 15, 2019 under Section 31(1) (a) of the Child Act 2001, which carries a maximum fine of RM50,000 or a maximum 20 years’ jail, or both, upon conviction. Deputy public prosecutor Noor Dayana Mohamad prosecuted while the accused was represented by lawyer Zulkifli Awang. When asked by Emelia Kaswati, why she had done that, Roslina replied, “it wasn’t intentional”. Emilia Kaswati: Did your mother ever do that? Roslina: No. Emilia Kaswati: You want people to do that to your child? Roslina: No. According to the facts of the case during the incident, the complainant who lived near the nursery heard a child crying. The complainant then peeked through the window and recorded the accused who was feeding the child rice while pulling her hair. The child was seen crying while eating. The complainant then lodged a police report. — Bernama   "
https://selangorjournal.my/2020/07/ipoh-policewoman-pleads-not-guilty-to-accepting-bribe/,Ipoh policewoman pleads not guilty to accepting bribe,2020-07-13T13:40:19+08:00,"IPOH, July 13 — A female police sergeant pleaded not guilty at the Sessions Court here today to a charge of receiving a bribe as an inducement to dispose of gambling evidence a year ago. Raja Nur Hasliza Raja Zainal Abidin, 25, who at the time of the alleged offence was just into her third month of service at the Ipoh district police headquarters, pleaded not guilty when the charge was read to her before Judge S. Indra Nehru. Raja Nur Hasliza is accused of receiving a RM1,500 bribe from Woo Kin Soon as an inducement to dispose of gambling evidence at the Kampung Tawas Police Station Criminal Investigations Department at about 3.11pm on July 10, 2019. She was charged under Section 17(a) MACC Act 2009, and if convicted she could be sentenced to not more than 20 years’ imprisonment and fined at least five times the value of the bribe or RM10,000, whichever is higher. Malaysian Anti-Corruption Commission (MACC) Deputy Public Prosecutor Nurul Wahida Jalaluddin offered bail of RM17,000 but counsel Nik Mohamed Ikhwan Nik Mahamud, however, sought a lower amount on the grounds that his client was a civil servant and had cooperated in the case investigation. Indra Nehru then allowed bail at RM10,000 with one surety and also ordered Raja Nur Hasliza to report to the nearest MACC office once a month, before fixing Aug 26 for case remention. — Bernama "
https://selangorjournal.my/2020/07/jips-upgrade-lower-ranked-officers-made-detectives-igp/,"JIPS upgrade, lower-ranked officers made detectives — IGP",2020-07-13T11:05:57+08:00,"KUALA LUMPUR, July 13 — A total of 70 lower-ranked police officers will be upgraded to the rank of detective which will enable them to investigate the misconduct of police officers and staff, said Inspector-General of Police, Tan Sri Abdul Hamid Bador. He said these were all from the Integrity and Standard Compliance Department (JIPS) in Bukit Aman. “When I approve them (the lower-ranked police officers) to be upgraded to detectives, they will qualify for an investigation allowance of RM300. “There are not many of them who will be made detectives, and only 70 in Bukit Aman,” he told Bernama in Bukit Aman here. Abdul Hamid said the RM300 investigation allowance was a motivation for them as their work involved investigating police officers or staff involved in misconduct. “This includes police officers or staff who accept bribes, do not do their work, violate the law, are in cahoots with crimes,” he said. Abdul Hamid said the 70 detectives in Bukit Aman will only go to the districts and contingents with many cases of police misconduct. In a related development, Abdul Hamid said JIPS duties which were previously monitored and headed by lower-ranked police will be upgraded and monitored by police officers. “I want to upgrade the head of JIPS at the district and contingent levels to the level of police officer. “At present, in Sabah and Sarawak, the policemen are of Sergeant rank, how can a Sergeant monitor a police officer of ASP rank who has committed misconduct? he said. Abdul Hamid said police had obtained the approval to increase the number of posts in JIPS. “The government has approved 400 new posts for JIPS alone, and I am grateful that the government has given attention to this matter,” he added. — Bernama "
https://selangorjournal.my/2020/07/man-drowns-three-cats-at-kepong-launderette/,Man drowns three cats at Kepong launderette,2020-07-13T08:31:11+08:00,"KUALA LUMPUR, July 13 — Unkind and cruel are the words to describe the behaviour of a man who drowned three cats in a washing machine at a self-service laundrette in Kepong here yesterday. Gombak district police chief ACP Arifai Tarawe said a report was received on the incident from a 39-year-old local woman at 9.30am. “The woman informed us of the incident when she came to the laundry to wash her clothes, but instead found three dead cats in three separate washing machines. “The woman then contacted and reported the incident to the police,” he said in a statement here yesterday. Arifai said further investigation via closed-circuit television (CCTV) footage showed a man putting the three cats in the washing machines at 5.30am. The case has been referred to the Shah Alam Veterinary Office for further action under the Animal Welfare Act 2015. — Bernama "
https://selangorjournal.my/2020/07/company-director-slapped-with-rm340000-fine-for-having-illegal-immigrants-at-premises/,"Company director slapped with RM340,000 fine for having illegal immigrants at premises",2020-07-10T14:45:56+08:00,"ALOR GAJAH, July 10 — A former senator was fined a total of RM340,000, in default 68 months’ jail by the Sessions Court here today after he pleaded guilty to allowing 68 illegal immigrants to enter his premises in January this year. Judge Ahmad Sazali Omar meted out the fine on Datuk Chiew Lian Keng, who is a director of NSK Holdings Sdn Bhd Datuk Chiew Lian Keng. Chiew, 56, was charged with allowing the illegal immigrants, all men and comprised 51 Indian nationals, Pakistani (11), Myanmarese (three), Bangladeshi (two) and a Nepalese at his premises at the NSK Trade City wholesale market at Jalan TTC 26, Taman Teknologi Cheng here at about 4 pm last Jan 22. The charge, framed under Section 55E(1) of the Immigration Act 1959/63, provides a maximum fine of RM30,000, or imprisonment for up to 12 months, or to both, for each illegal immigrant found at the premises , upon conviction. Chiew was fined RM5,000 for each illegal immigrant, in default a month’s jail. When handing down the sentence, Ahmad Sazali said as a company director, Chiew should be aware of regulations on hiring of employees. Prosecuting officer from the Immigration Department Nuratika Aman prosecuted, while lawyer Zaflee Pakwanteh represented Chiew. — Bernama "
https://selangorjournal.my/2020/07/freelance-town-planner-charged-with-insulting-agong/,Freelance town planner charged with insulting Agong,2020-07-10T14:34:37+08:00,"KUALA LUMPUR, July 10 — A freelance town planner pleaded not guilty at the Sessions Court here today with making and initiating offensive communications on Facebook against the Yang di-Pertuan Agong in 2018. Nazaruddin Mohamad, 48, made the plea after the charge was read out to him before Judge M. M. Edwin Paramjothy. He was charged with knowingly making and initiating the transmission of offensive communications through his Facebook account with the intention of annoying others on March 13, 2018, at 12.33am. The link was read at Menara A Pandan Kapital, Jalan Pandan Utama, Pandan Indah, here, on March 27, 2018 at 10am. The charge, under Section 233 (1)(a) of the Communications and Multimedia Act 1998 and punishable under Section 233 (3) of the same act, provides for a maximum fine of RM50,000 or imprisonment for up to a year, or both, upon conviction. The offender could also be fined another RM1,000 for each subsequent offence committed after conviction. Prosecuting officer from the Malaysian Communications and Multimedia Commission (MCMC), Norhani Mohd Adzhar prosecuted, while Nazaruddin was represented by lawyer Muhammad Iqbal Ismail. The judge fixed Aug 10 for mention. — Bernama   "
https://selangorjournal.my/2020/07/energy-commission-tnb-raid-two-cryptocurrency-premises-suspected-of-electricity-theft/,"Energy Commission, TNB raid two cryptocurrency premises suspected of electricity theft",2020-07-08T18:19:50+08:00,"PORT KLANG, July 8 — The Energy Commission (ST) and Tenaga Nasional Berhad (TNB) raided two cryptocurrency business premises in Taman Pendamar Indah here on suspicion of electricity theft. The two-hour Ops Bitcoin raid, which began at about 9 am, was conducted by 40 TNB Special Engagement Against Losses (SEAL) staff together with 12 Klang Municipal Council (MPK) enforcement officers and 15 ST personnel. ST Enforcement Planning and Coordination Unit director Ir Shafie Mohamed said that a month-long investigation conducted by TNB found illegal wiring in place to supply electricity to the premises. “This illegal wiring was installed so that electricity was supplied directly and not through the TNB metre. It is estimated that the premises have been operating for the past three months,” he told reporters after the raid here today. Also present was MPK deputy president Elya Marini Darmin. Shafie said the TNB incurred an estimated RM30,000 in losses per month from premises engaged in electricity theft. “The case is being investigated under Section 37 of the Electricity Supply Act 1990 and, if found guilty, they could be fined and sentenced to jail,” he said. Elya Marini, meanwhile, said the MPK had identified 21 premises around the municipality’s administration area which carried out electricity theft. She said MPK would identify the owners of the premises and pass on the information to ST and TNB for further investigation and legal action. “The investigation will be carried out by ST and TNB as the illegal wiring may have been made by either the owner, tenant or a third party,” she said. — Bernama "
https://selangorjournal.my/2020/07/four-students-among-21-arrested-in-wild-party-raid/,Four students among 21 arrested in wild party raid,2020-07-08T09:28:14+08:00,"KUALA LUMPUR, July 8 — Police arrested 21 individuals, including upper secondary students, who attended a wild party at a service apartment in Bukit Bintang here early Saturday morning. Dang Wangi district police chief Assistant Commissioner of Police Mohd Fahmi Visuvanathan Abdullah said those arrested in the 4.30am raid were aged between 15 and 40. He said during the raid, police investigated 34 individuals, including 28 men and six women at the residence. “Of the total, 21 people were found to be positive for methamphetamine. Those found to be negative for urine tests were released unconditionally,” he said in a statement yesterday. One of those arrested was a private college student. “As for those underaged who were arrested, they were remanded for two days starting last Sunday and the rest were remanded until today (July 7),” he said. The case is being investigated under Section 15 (1) (a) of the Dangerous Drugs Act 1952. — Bernama "
https://selangorjournal.my/2020/07/local-man-nabbed-over-smuggling-of-illegal-immigrants/,Local man nabbed over smuggling of illegal immigrants,2020-07-07T10:17:45+08:00,"SHAH ALAM, July 7 — A local man was detained at the Seng Lee Jetty in Bagan Sekinchan near here for allegedly bringing in illegal immigrants into the country at about 5.30 am yesterday. Semenyih General Operations Force (GOF) 4th Battalion Commanding Officer Supt Zulafendy Hassan said also arrested along with the 32-year-old man were five Indonesians, three believed to be skippers (tekong) and two illegal immigrants. “Initial investigations revealed that the local man was believed to be involved in bringing in the illegal immigrants along with the skippers using a fishing boat. “A Class B trawler boat, two trawl nets, a Global Positioning System (GPS), a mobile phone, a walkie talkie and Rupiah currency amounting to 1.2 million were seized. All the seized items are estimated to be worth RM667,400,” he said in a statement tonight. He said the suspects along with the seized items were taken to the Sekinchan police station for further action under the Anti-Trafficking in Persons and Anti-Smuggling of Migrants Act 2007 and Section 6 (3) of the Immigration Act 1963. — Bernama "
https://selangorjournal.my/2020/07/police-intensify-patrols-in-mangrove-areas-to-curb-migrant-smuggling/,Police intensify patrols in mangrove areas to curb migrant smuggling,2020-07-06T09:41:06+08:00,"KUALA LUMPUR, July 6 — Police have increased patrols and surveillance in mangrove areas across the country to curb the smuggling of illegal immigrants. Bukit Aman Internal Security and Public Order (KDNKA) director Datuk Seri Acryl Sani Abdullah Sani said the General Operations Force (GOF) had been mobilised to carry out operations at all identified locations, including the mangrove areas. “Their (syndicates’) location is always being changed, because they do not want to be detected by the authorities, but the police are constantly monitoring this activity,” he said when contacted by Bernama. He said this when asked whether the migrant smuggling syndicates were now making the mangrove areas in Selangor a transit point for the illegals to enter and exit the country. Last Friday, 84 illegal immigrants were nabbed at a mangrove swamp at Tambak Jawa, Selangor, while waiting for a boat to take them across the country’s border. Prior to this police busted three of the country’s largest organised crime syndicates, suspected of being involved in the smuggling of migrants and gang robberies, with the arrest of 111 gang members including their leaders. The three criminal groups are the Otong Gang which was active in Johor, the Halim Gang (Perak) and the Husen Maungdaw Gang (Penang). Meanwhile, Senior Minister (Security Cluster) Datuk Seri Ismail Sabri Yaakob had earlier said 1,215 illegal immigrants and 215 smuggling agents (tekong) had been detained from May 1 to July 2 under ‘Ops Benteng’. — Bernama "
https://selangorjournal.my/2020/07/three-traffic-police-cops-held-for-alleged-extortion/,Three traffic police cops held for alleged extortion,2020-07-05T20:15:57+08:00,"JOHOR BAHRU, July 5 — Three traffic policemen from the Seri Alam district police headquarters have been arrested for allegedly extorting RM4,000 from a lorry driver at a roadblock. Johor police chief Datuk Ayob Khan Mydin Pitchay said the three, all corporals aged between 32 and 39, were arrested on June 4 following a report lodged by the lorry driver. “The case is being investigated under Section 384 of the Penal Code for extortion, which provides for a jail term of up to 10 years or a fine or whipping, or any of the two, upon conviction,” he said at a press conference here today. Ayob Khan said the suspects had stopped the victim for driving an overloaded lorry and demanded RM4,000. He stressed that Johor police would take stern action against personnel involved in criminal activities or corruption, including referring them to the Malaysian Anti-Corruption Commission (MACC). “Normally, in such a case the three policemen could have been handed over to the Department of Integrity and Standards Compliance (JIPS) for investigation, but I asked the Johor CID chief to open investigation papers on the crime of extortion. “I want them to be charged in court if there is enough evidence; no more internal investigation,” he added. Meanwhile, Ayob Khan said police arrested 60 individuals, aged between 15 and 26, under the Ops Samseng Jalanan from June 1 to 30 this year. He said most of them were arrested in Johor Bahru and Batu Pahat, known as hotspots for ‘mat rempit’ in the state. — Bernama "
https://selangorjournal.my/2020/07/immigration-assistant-director-nabbed-for-alleged-involvement-in-migrant-smuggling/,Immigration assistant director nabbed for alleged involvement in migrant smuggling,2020-07-03T16:18:45+08:00,"JOHOR BAHRU, July 3 — Police have detained an Immigration assistant director on suspicion of being involved in a migrant smuggling syndicate in Johor. State police chief Datuk Ayob Khan Mydin Pitchay said the 50-year-old female officer was arrested by the Special Branch team of the Johor Police Contingent on Wednesday (July 1). The arrest was made following interrogations on three immigration officers arrested on June 23, allegedly involved in the same case. The woman is the highest-ranking Immigration officer nabbed in connection with the case so far, he said. “We believe her modus operandi was by providing fake immigration stamps to facilitate the smuggling of Indonesian nationals whose social visit passes had expired prior to the implementation of the Movement Control Order (MCO),” he told a press conference here today. Ayob Khan, however, said that police are still investigating whether the suspect had received any payment from the unlawful activities. The case is being investigated under Section 26A of the Anti-Trafficking in Persons and Anti-Smuggling of Migrants Act (ATIPSOM) 2007 by adopting the investigation procedure under the Security Offences (Special Measures) Act 2012. In this regard, Ayob Khan stressed that the police would not compromise and protect any high-ranking officers if found to be involved in smuggling activities. “We do not care about social status, if one is found to be involved in illegal activities, we will make the arrest…we will investigate and prepare the investigation papers, after which will be submitted to the Attorney General’s Chambers and it is the court that will decide whether they are guilty or not,” he added. — Bernama "
https://selangorjournal.my/2020/07/degree-holder-charged-with-going-to-syria-for-terrorism-activities/,Degree holder charged with going to Syria for terrorism activities,2020-07-03T15:58:25+08:00,"KUALA LUMPUR, July 3 — A Malaysian man, who holds a degree from a local public university, faced a charge of going from Malaysia to Syria for terrorism activities in the High Court here today. The accused, Ahmad Naim Zaid, 35, however, pleaded not guilty before Judge Collin Lawrence Sequerah. He was charged with committing the offence at the KL International Airport, Sepang on March 11, 2015. The charge was framed under Section 130JA of the Penal Code which provides for imprisonment up to 30 years and also must be fined, if convicted. It is believed he was caught upon returning from Syria. Deputy Public Prosecutor Mohamad Suffian Jaafar appeared for the prosecution while the accused was represented by counsel Farida Mohammad. The court set Aug 3 for re-mention and submission of documents. — Bernama "
