Title,Summary,Link,Author,Published Date,Published Time
10 people nabbed over robbery-cum-murder of ex-Mardi researcher,"KUALA LUMPUR (Bernama): Police arrested 10 people in connection with Sunday (Nov 29)'s robbery-cum-murder case involving a former researcher of the Malaysian Agricultural Research and Development Institute (Mardi) in Bukit Bandaraya, Bangsar here.",https://www.thestar.com.my/news/nation/2020/11/30/10-people-nabbed-over-robbery-cum-murder-of-ex-mardi-researcher,Santhakumar A L,30 Nov 2020,09:24 AM
Gruesome morning scene,"KUALA LUMPUR: Residents of an apartment in Danau Kota, Setapak, woke up to a gruesome scene.",https://www.thestar.com.my/news/nation/2020/11/30/gruesome-morning-scene,"Justin Zack, Bin Yusof, Justin Zack Justin Thestar.Com.My",30 Nov 2020,07:00 AM
Man kills step-grandson in anger after failing to rape stepchild at Setapak apartment,"KUALA LUMPUR: In a fit of rage, a man allegedly killed his four-year-old step-grandson after his attempts to rape his stepchild failed at an apartment in Setapak here.",https://www.thestar.com.my/news/nation/2020/11/29/man-kills-son-in-anger-after-failing-to-rape-stepchild-at-setapak-apartment,Justin Zack,29 Nov 2020,02:28 PM
Dang Wangi cops issue RM88k worth of compounds for MCO violations from Nov 21 to 27,"KUALA LUMPUR: Dang Wangi police issued a total of RM88,000 worth of compounds for conditional MCO violations after checking several entertainment outlets here.",https://www.thestar.com.my/news/nation/2020/11/28/dang-wangi-cops-issue-rm88k-worth-of-compounds-for-mco-violations-from-nov-21-to-27,"Santhakumar A L, Austin Camoens",28 Nov 2020,09:26 PM
Heart and Soul: Life and times of top cop ACP Kulasingam Sabaratnam,"The writer pays tribute to her brother, ACP Kulasingam Sabaratnam PGB, AMN, an exemplary police officer whose acts of bravery earned him several letters of commendation.",https://www.thestar.com.my/lifestyle/people/2020/11/28/heart-and-soul-life-and-times-of-top-cop-acp-kulasingam-sabaratnam,Annamah Sabaratnam,28 Nov 2020,05:00 PM
Six cops under probe over missing RM1.6mil during raid,KUALA LUMPUR: Two police assistant superintendents and four policemen are being investigated over the “disappearance” of RM1.6mil in cash during a raid at an apartment unit in Bukit Segambut.,https://www.thestar.com.my/news/nation/2020/11/26/six-cops-under-probe-over-missing-rm16mil-during-raid,N/A,26 Nov 2020,07:00 AM
"Man, 21, dies after being slashed at low-cost flats in KL",KUALA LUMPUR: A man is believed to have been murdered at the Taman Intan Baiduri People's Housing Project (PPR).,https://www.thestar.com.my/news/nation/2020/11/25/man-21-dies-after-being-slashed-at-low-cost-flats-in-kl,Farik Zolkepli,25 Nov 2020,04:41 PM
Joe Kedah fleeces RM20mil off 72 people via online app,"KUALA LUMPUR: As the owner of luxury homes and sleek cars, he is no ordinary Joe, with apparent wealth coming from a bogus investment scheme.",https://www.thestar.com.my/news/nation/2020/11/24/joe-kedah-fleeces-rm20mil-off-72-people-via-online-app,"Austin, Manuel Camoens, Austin Camoens",24 Nov 2020,07:00 AM
Stealth party ends when police come knocking,KUALA LUMPUR: At least 93 patrons of a karaoke joint in a Jalan Ampang mall were detained after a raid by Wangsa Maju CID officers.,https://www.thestar.com.my/news/nation/2020/11/23/stealth-party-ends-when-police-come-knocking,N/A,23 Nov 2020,07:00 AM
To prosecute or not to prosecute?,The Prosecution carries a huge public burden and responsibility in the functioning of the criminal justice system and in safeguarding the rule of law in the country.,https://www.thestar.com.my/opinion/columnists/through-many-windows/2020/11/22/to-prosecute-or-not-to-prosecute,Jahaberdeen M. Yunoos,22 Nov 2020,07:00 AM
"Huckle tortured, raped, killed in jail","PETALING JAYA: Details of how Britain’s notorious paedophile Richard Huckle was raped, tortured and murdered in his prison cell were revealed at the Hull Crown Court in the United Kingdom.",https://www.thestar.com.my/news/nation/2020/11/21/huckle-tortured-raped-killed-in-jail,N/A,21 Nov 2020,07:00 AM
"UK court hears how paedophile Richard Huckle was raped, tortured, murdered by fellow prisoner","PETALING JAYA: Gory details of how Britain's notorious paedophile Richard Huckle was raped, tortured and murdered in his prison cell were revealed at the Hull Crown Court in the United Kingdom.",https://www.thestar.com.my/news/nation/2020/11/20/uk-court-hears-how-paedophile-richard-huckle-was-raped-tortured-murdered-by-fellow-prisoner,Sira Habibu,20 Nov 2020,06:10 PM
Detained under Poca: 25 members of gang involved in Banting school shooting,KUALA LUMPUR: Twenty-five TCB 21 gang members have been detained under the Prevention of Crime Act 1959 (Poca).,https://www.thestar.com.my/news/nation/2020/11/13/detained-under-poca-25-members-of-gang-involved-in-banting-school-shooting,Farik Zolkepli,13 Nov 2020,12:30 PM
"Six policemen detained for extortion are expected to be charged, says Serdang OCPD",KUALA LUMPUR: The six police personnel detained by the Bukit Aman Integrity and Standard Compliance Department (JIPS) in Serdang are expected to face charges for extortion.,https://www.thestar.com.my/news/nation/2020/10/29/six-policemen-detained-for-extortion-are-expected-to-be-charged-says-serdang-ocpd,Farik Zolkepli,29 Oct 2020,08:23 PM
More than 30 officers involved in major reshuffle at Bukit Aman,KUALA LUMPUR: Bukit Aman will be undergoing a major reshuffle involving the transfers of more than 30 senior officers to various posts nationwide.,https://www.thestar.com.my/news/nation/2020/10/28/more-than-30-officers-involved-in-major-reshuffle-at-bukit-aman,Farik Zolkepli,28 Oct 2020,07:00 AM
Major reshuffle under way for police force involving 30 senior officers,KUALA LUMPUR: Bukit Aman is set to undergo a major reshuffle with more than 30 senior officers being transferred.,https://www.thestar.com.my/news/nation/2020/10/27/major-reshuffle-under-way-for-police-force-involving-30-senior-officers,Farik Zolkepli,27 Oct 2020,03:05 PM
March 15 hearing of Mat Sabu's ex-pol sec,"KUALA LUMPUR (Bernama): The Sessions Court here has set March 15 to 17 to hear the case of an ex-political secretary to former Defence Minister Mohamad Sabu, who was charged with five counts of accepting and soliciting bribes, amounting to RM6.35mil, to help a company to secure projects by the ministry.",https://www.thestar.com.my/news/nation/2021/02/26/march-15-hearing-of-mat-sabu039s-ex-pol-sec,N/A,26 Feb 2021,04:14 PM
Company manager finds skeletal human remains at plot of land in KL,"KUALA LUMPUR: A company manager found the skeletal remains of a person at an empty plot of land along Jalan Kerayong here, says Brickfields OCPD Asst Comm Anuar Omar.",https://www.thestar.com.my/news/nation/2021/02/21/company-manager-finds-skeletal-human-remains-at-plot-of-land-in-kl,Austin Camoens,21 Feb 2021,10:33 AM
KL police chief: Probe on sexual harassment at roadblock to be completed this week,KUALA LUMPUR: The investigation on the alleged sexual harassment involving a policeman manning a roadblock at Jalan Duta here is expected to be completed this week.,https://www.thestar.com.my/news/nation/2021/02/17/kl-police-chief-probe-on-sexual-harassment-at-roadblock-to-be-completed-this-week,Farik Zolkepli,17 Feb 2021,01:31 PM
"Jho Low's advice on financial matters did not always make sense, ex-1MDB CEO tells court",KUALA LUMPUR (Bernama): The High Court here was told that some advice given by fugitive businessman Low Taek Jho or Jho Low on financial matters in 1Malaysia Development Berhad (1MDB) did not always make sense.,https://www.thestar.com.my/news/nation/2021/02/15/jho-low039s-advice-on-financial-matters-did-not-always-make-sense-ex-1mdb-ceo-tells-court,N/A,15 Feb 2021,04:41 PM
"Policemen in roadblock sexual harassment incidents identified, says Bukit Aman",KUALA LUMPUR: The policemen involved in the alleged sexual harassment incidents at two roadblocks have been identified.,https://www.thestar.com.my/news/nation/2021/02/14/policemen-in-roadblock-sexual-harassment-incidents-identified-says-bukit-aman,Farik Zolkepli,14 Feb 2021,04:42 PM
Police out in full force on CNY,"KUALA LUMPUR: Police will step up their compliance operation patrols, including in housing areas, during the Chinese New Year season.",https://www.thestar.com.my/news/nation/2021/02/12/police-out-in-full-force-on-cny,"Farik Zolkepli, Austin Camoens",12 Feb 2021,07:00 AM
Corruption: Abdul Azeez's brother granted discharge not amounting to an acquittal for abetment,"KUALA LUMPUR (Bernama): The Sessions Court here has granted a discharge not amounting to an acquittal to Datuk Abdul Latif Abdul Rahim for abetting his brother, former Tabung Haji chairman Datuk Seri Abdul Azeez, with accepting bribes involving highway construction projects and road upgrades in Perak and Kedah.",https://www.thestar.com.my/news/nation/2021/02/08/corruption-abdul-azeez039s-brother-granted-discharge-not-amounting-to-an-acquittal-for-abetment,N/A,8 Feb 2021,06:05 PM
Lecturer and jobless man arrested for allegedly dealing drugs in Kuala Lumpur,KUALA LUMPUR (Bernama) A lecturer at a local university and a jobless man have been arrested by police for allegedly pushing drugs in the city over the past few months.,https://www.thestar.com.my/news/nation/2021/02/07/lecturer-and-jobless-man-arrested-for-allegedly-dealing-drugs-in-kuala-lumpur,N/A,7 Feb 2021,11:25 AM
Cops cripple bogus investment syndicate with arrest of nine,KUALA LUMPUR: Police have crippled a bogus investment scheme syndicate with the arrest of nine men.,https://www.thestar.com.my/news/nation/2021/02/05/cops-cripple-bogus-investment-syndicate-with-arrest-of-nine,Austin Camoens,5 Feb 2021,05:17 PM
Jobless man arrested for breaking windows of cars in Setapak,KUALA LUMPUR: A 29-year-old jobless man was detained for breaking the windows of several cars at a parking lot along Jalan Gombak in Setapak.,https://www.thestar.com.my/news/nation/2021/02/02/jobless-man-arrested-for-breaking-windows-of-cars-in-setapak,Farik Zolkepli,2 Feb 2021,01:32 PM
Bukit Aman: No reports of gov’t websites being hacked so far,The police have yet to receive reports of government websites being hacked following the threat made by hacker activist group ‘Anonymous Malaysia’.,https://www.thestar.com.my/tech/tech-news/2021/01/27/bukit-aman-no-reports-of-govt-websites-being-hacked-so-far,N/A,27 Jan 2021,11:30 AM
Teen among duo arrested in PPR Sentul fight,KUALA LUMPUR: Police have arrested two people including a teenager after a fight broke out at a PPR in Sentul.,https://www.thestar.com.my/news/nation/2021/01/25/teen-among-duo-arrested-in-ppr-sentul-fight,Justin Zack,25 Jan 2021,10:28 PM
Law firm starts crowdfunding campaign to help Mongolian in civil suit against ex-cop,PETALING JAYA: A law firm has started a crowdfunding campaign to help a Mongolian national refile a civil action suit against a former police inspector in the Kuala Lumpur Sessions Court.,https://www.thestar.com.my/news/nation/2021/01/22/law-firm-starts-crowdfunding-campaign-to-help-mongolian-in-civil-suit-against-ex-cop,Jo Timbuong,22 Jan 2021,05:28 PM
Govt files application to strike out lawsuit challenging King's Emergency decision,"KUALA LUMPUR: The government has filed an application to strike out a lawsuit filed by a lawyer challenging the decision by Yang di-Pertuan Agong Al-Sultan Abdullah Ri'ayatuddin Al-Mustafa Billah Shah to not declare a state of emergency in the country, despite the Prime Minister's advice.",https://www.thestar.com.my/news/nation/2021/01/21/govt-files-application-to-strike-out-lawsuit-challenging-king039s-emergency-decision,Nurbaiti Hamdan,21 Jan 2021,04:55 PM
Man rams car into police roadblock while on the phone,"KUALA LUMPUR: A 40-year-old man, who was using his mobile phone while driving, rammed his car into a police roadblock set up during the movement control order at Old Klang Road on Sunday (Jan 17).",https://www.thestar.com.my/news/nation/2021/01/18/man-rams-car-into-police-roadblock-while-on-the-phone,Farik Zolkepli,18 Jan 2021,09:27 AM
Husband-and-wife to be charged with abusing foreign domestic helper,KUALA LUMPUR: A man and his wife who were detained for allegedly abusing their Indonesian domestic helper last November will be charged at the Jalan Duta Sessions Court on Wednesday (Jan 13).,https://www.thestar.com.my/news/nation/2021/01/11/husband-and-wife-to-be-charged-with-abusing-foreign-domestic-helper,Farik Zolkepli,11 Jan 2021,05:13 PM
"KL police seize ganja worth over half a million ringgit, two traffickers arrested in raids","KUALA LUMPUR: Police have seized over 200kg of ganja and arrested two people following a tip-off, says Comm Datuk Saiful Azly Kamaruddin.",https://www.thestar.com.my/news/nation/2021/01/08/kl-police-seize-ganja-worth-over-half-a-million-ringgit-two-traffickers-arrested-in-raids,Farik Zolkepli,8 Jan 2021,01:18 PM
"MCMC official on graft trial lodges police report, claiming MACC officer was coached",KUALA LUMPUR (Bernama): A Malaysian Communications and Multimedia Commission (MCMC) official on trial for corruption has lodged a police report alleging that a Malaysian Anti-Corruption Commission (MACC) officer was coached for the corruption trial last month.,https://www.thestar.com.my/news/nation/2021/01/05/mcmc-official-on-graft-trial-lodges-police-report-claiming-macc-officer-was-coached,N/A,5 Jan 2021,11:05 PM
PJ’s top cop: A man of the people,Asst Comm Nik Ezanee Mohd Faisal shares what it’s like to step into the hot seat of one of the country’s ‘most complex districts' just before the Covid-19 pandemic hit.,https://www.thestar.com.my/news/focus/2021/01/03/pjs-top-cop-a-man-of-the-people,Austin Camoens,3 Jan 2021,07:00 AM
College students among 12 arrested for ketum possession,"KUALA LUMPUR: Twelve men were arrested and about RM7,000 worth of ketum water, leaves and cough syrup were found following a raid on a shop in Jalan Setiawangsa here.",https://www.thestar.com.my/news/nation/2021/01/01/college-students-among-12-arrested-for-ketum-possession,Farik Zolkepli,1 Jan 2021,12:26 PM
Fake title scam: Two charged with forging letter to cheat public,MELAKA: Two men from the Klang Valley claimed trial at a Magistrate's Court here for allegedly peddling a fake offer letter for the award of honorary titles in conjunction with the Melaka Yang di-Pertua Tun Dr Mohd Ali Rustam's 71st Birthday on Aug 24.,https://www.thestar.com.my/news/nation/2021/06/29/fake-title-scam-two-charged-with-forging-letter-to-cheat-public,Rsn Murali,29 June 2021,06:21 PM
Treat Palestinian issue  as a humanitarian issue,From BADLISHAH SHAM BAHARIN and MOHAMMAD ABDUL HAMID.,https://www.thestar.com.my/opinion/letters/2021/06/05/treat-palestinian-issueas-a-humanitarian-issue,N/A,5 June 2021,07:00 AM
Investing in the right malware protection crucial,"KUALA LUMPUR: As cyber attacks continue to surge globally, Malaysian businesses must ensure that they are accessing the right applications from their devices to keep software and devices free from threats.",https://www.thestar.com.my/business/business-news/2021/06/04/investing-in-the-right-malware-protection-crucial,"Zunaira, Zunaira Saieed",4 June 2021,07:00 AM
Vehicle parts   thieves exhaust   their luck,KUALA LUMPUR: A syndicate stealing vehicle exhaust systems was busted with the arrest of eight men in the Klang Valley.,https://www.thestar.com.my/news/nation/2021/05/25/vehicle-parts-thieves-exhaust-their-luck,N/A,25 May 2021,07:00 AM
"Cops bust vehicle exhaust theft syndicate, eight arrested",KUALA LUMPUR: A syndicate which steals vehicle exhausts for export has been busted with the arrest of eight men in the Klang Valley.,https://www.thestar.com.my/news/nation/2021/05/24/cops-bust-vehicle-exhaust-theft-syndicate-eight-arrested,Farik Zolkepli,24 May 2021,12:38 PM
"Let UNHCR into Immigration holding centres to help asylum seekers, says Suhakam","PETALING JAYA: The government should allow the United Nations High Commissioner for Refugees (UNHCR) access to Immigration detention centres as thousands of asylum seekers are held there, says the Human Rights Commission of Malaysia (Suhakam).",https://www.thestar.com.my/news/nation/2021/05/20/let-unhcr-into-immigration-holding-centres-to-help-asylum-seekers-says-suhakam,Rashvinjeet S. Bedi,20 May 2021,03:52 PM
Firecrackers hurled at police in Sentul,KUALA LUMPUR: Firecrackers were hurled at policemen who told a group of people who were playing with fireworks to disperse in Sentul here.,https://www.thestar.com.my/news/nation/2021/05/13/firecrackers-hurled-at-police-in-sentul,Jo Timbuong,13 May 2021,08:14 PM
"Cops cripple drug distribution ring, nab three men and a woman",KUALA LUMPUR: Police have crippled a drug distribution ring with the arrest of three men and a woman.,https://www.thestar.com.my/news/nation/2021/08/26/cops-cripple-drug-distribution-ring-nab-three-men-and-a-woman,Austin Camoens,26 Aug 2021,02:11 PM
"Court throws out Khairuddin’s suit against Muhyiddin, govt over Emergency Proclamation",KUALA LUMPUR (Bernama): The High Court here has allowed the government’s application to strike out former Jasin parliamentary constituency coordinator Datuk Seri Khairuddin Abu Hassan’s legal action against Tan Sri Muhyiddin Yassin over the Emergency Proclamation.,https://www.thestar.com.my/news/nation/2021/08/24/court-throws-out-khairuddins-suit-against-muhyiddin-govt-over-emergency-proclamation,N/A,24 Aug 2021,04:24 PM
Syed Saddiq vows to clear name in court over corruption charges,"KUALA LUMPUR: Syed Saddiq Syed Abdul Rahman has vowed to fight his corruption charges, saying that he had full faith in the courts and judges to clear his name.",https://www.thestar.com.my/news/nation/2021/07/22/syed-saddiq-vows-to-clear-name-in-court-over-corruption-charges,Rashvinjeet S. Bedi,22 July 2021,04:24 PM
Producer of controversial film Babi charged with unlicensed production,"PETALING JAYA (Bernama): The producer of the controversial film Babi has been charged in a Magistrate's Court here with participating in its production, and promoting it through posters, without a licence from the National Film Development Corporation (Finas).",https://www.thestar.com.my/news/nation/2021/07/21/producer-of-controversial-film-babi-charged-with-unlicensed-production,N/A,21 July 2021,04:35 PM
Heading the revolution towards going cashless,"PETALING JAYA: Technology has always played a significant role in financial services, although that role has been one of support.",https://www.thestar.com.my/business/business-news/2021/07/19/heading-the-revolution-towards-going-cashless,N/A,19 July 2021,07:00 AM
Bukit Aman probes alleged sabotage of MySejahtera vaccine recipient list,PETALING JAYA: Bukit Aman has opened investigations into allegations of sabotage of the MySejahtera vaccine recipient list.,https://www.thestar.com.my/news/nation/2021/07/14/bukit-aman-probes-alleged-sabotage-of-mysejahtera-vaccine-recipient-list,Austin Camoens,14 July 2021,02:02 PM
Businesswoman claims trial in country’s first ‘smurfing’ case,"KUALA LUMPUR: A 59-year-old businesswoman has been charged at the Sessions Court here with four counts of transaction structuring involving more than RM230,000, believed to be the first case of its kind in the country.",https://www.thestar.com.my/news/nation/2021/07/01/businesswoman-claims-trial-in-countrys-first-smurfing-case,"Nurbaiti Hamdan, Nurbaiti Thestar.Com.My",1 July 2021,07:00 AM
"Truecaller enables users to identify, stop spam calls","IT’S a cautionary tale for our times, borne out of a rising mix of increased online presence and growing paranoia amid a pandemic outbreak.",https://www.thestar.com.my/starpicks/2021/12/31/truecaller-enables-users-to-identify-stop-spam-calls,N/A,31 Dec 2021,08:09 AM
Police on duty despite their own families being affected,SHAH ALAM: More than 600 families of members of the Royal Malaysia Police (PDRM) in Selangor were affected by the recent floods.,https://www.thestar.com.my/news/nation/2021/12/28/police-on-duty-despite-their-own-families-being-affected,N/A,28 Dec 2021,07:00 AM
"i-Serve Online Mall, affiliates raided",Authorities take action for financial offences,https://www.thestar.com.my/business/business-news/2021/11/17/i-serve-online-mall-affiliates-raided,N/A,17 Nov 2021,07:00 AM
Cops detect job scam using Nexea's name,,https://www.thestar.com.my/news/nation/2022/04/25/cops-detect-job-scam-using-nexea039s-name,N/A,25 Apr 2022,11:19 PM
QuickCheck: Were scammers arrested for offering fake jobs overseas?,"ARE scammers trying to cheat people by offering fake jobs overseas, using legitimate-sounding company names as seen online?",https://www.thestar.com.my/news/true-or-not/2022/05/02/quickcheck-were-scammers-arrested-for-offering-fake-jobs-overseas,N/A,2 May 2022,08:24 PM
"HR manager loses almost RM133,000 to bogus Health Ministry officer","KUALA LUMPUR: A human resources manager lost over RM132,900 after being conned by a person posing as a Health Ministry official.",https://www.thestar.com.my/news/nation/2022/05/03/hr-manager-loses-almost-rm133000-to-bogus-health-ministry-officer,Austin Camoens,3 May 2022,04:46 PM
It's time to put an end to child marriages,The overall health of a female spouse in a child marriage faces several threats.,https://www.thestar.com.my/lifestyle/health/2022/05/04/it039s-time-to-put-an-end-to-child-marriages,"Dr Anitha Ponnupillai, Dr Punithavathy Shanmuganathan",4 May 2022,01:00 PM
"Drug deal gone wrong led to murder at KL hotel, say cops",KUALA LUMPUR: A drug deal gone wrong led to the murder of a man who was found with a gunshot wound to his forehead at a hotel in Bukit Bintang on Tuesday (May 3).,https://www.thestar.com.my/news/nation/2022/05/05/drug-deal-gone-wrong-led-to-murder-at-kl-hotel-say-cops,Austin Camoens,5 May 2022,12:40 PM
"Teen allegedly duped traders for RM10,000 over fake bazaar booths","KUALA LUMPUR: Scammers ran off with over RM10,000 after duping prospective clients over fake Ramadhan bazaar booths.",https://www.thestar.com.my/news/nation/2022/05/09/teen-allegedly-duped-traders-for-rm10000-over-fake-bazaar-booths,Justin Zack,9 May 2022,04:51 PM
Cops warn of new 'cheap flights' scam,"KUALA LUMPUR: Bukit Aman has detected an online flight ticket sale scam, which has resulted in victims losing a total of RM233,954.",https://www.thestar.com.my/news/nation/2022/05/11/cops-warn-of-new-039cheap-flights039-scam,Farik Zolkepli,11 May 2022,07:59 PM
"1MDB wanted to recover US$2.3bil invested in overseas investment company, court told",KUALA LUMPUR: The High Court here was told that 1Malaysia Development Berhad (1MDB) wanted to recover the US$2.3bil invested in Bridge Global Absolute Return Fund SPC.,https://www.thestar.com.my/news/nation/2022/05/11/1mdb-wanted-to-recover-us23bil-invested-in-overseas-investment-company-court-told,N/A,11 May 2022,08:22 PM
"1MDB wanted to recover billions, court hears","KUALA LUMPUR: 1Malaysia Development Bhd (1MDB) had wanted to recover the US$2.3bil (RM10.1bil at current rates) put into the investment company Bridge Global Absolute Return Fund SPC, the High Court has heard.",https://www.thestar.com.my/news/nation/2022/05/12/1mdb-wanted-to-recover-billions-court-hears,N/A,12 May 2022,07:00 AM
"Cops have thousands of IP addresses involved in sharing child porn, but need more resources to act on all",KUALA LUMPUR: The police have received tens of thousands of IP (Internet protocol) addresses suspected of sharing child pornography from international authorities over the past six years.,https://www.thestar.com.my/news/nation/2022/05/15/cops-have-thousands-of-ip-addresses-involved-in-sharing-child-porn-but-need-more-resources-to-act-on-all,N/A,15 May 2022,10:14 AM
More competition,Advent of digital banks will keep lenders on their toes,https://www.thestar.com.my/business/business-news/2022/05/16/more-competition,Yvonne Tan,16 May 2022,07:00 AM
"Najib’s minutes to Zahid on foreign visa system contract extension not an order, court told","SHAH ALAM: The minutes of former prime minister Datuk Seri Najib Razak to Datuk Seri Dr Ahmad Zahid Hamidi for the contract of Ultra Kirana Sdn Bhd (UKSB) to be extended as the sole operator of the Foreign Visa System (VLN) to Malaysia in China was not an order, the High Court was told.",https://www.thestar.com.my/news/nation/2022/05/17/najibs-minutes-to-zahid-on-foreign-visa-system-contract-extension-not-an-order-court-told,N/A,17 May 2022,06:52 PM
"Macau scam: Millionaire victim was from Port Dickson, not Penang, say cops","GEORGE TOWN: A businessman who reportedly lost a total of RM21mil to an alleged Macau scam is from Port Dickson and not Penang, says Selangor Commercial Crime Investigation Department chief Asst Comm Azman Ali.",https://www.thestar.com.my/news/nation/2022/05/18/macau-scam-millionaire-victim-was-from-port-dickson-not-penang-say-cops,Imran Hilmy,18 May 2022,03:30 PM
Bukit Aman opens probe into alleged data leak,KUALA LUMPUR: Bukit Aman has opened a probe into allegations of a database being sold online that purportedly contains the personal data of millions of Malaysians.,https://www.thestar.com.my/news/nation/2022/05/18/bukit-aman-opens-probe-into-alleged-data-leak,Austin Camoens,18 May 2022,08:09 PM
MMEA plans to build new Maritime Complex in Port Klang,KLANG: The Malaysia Maritime Enforcement Agency (MMEA) is looking at setting up a new state Maritime Complex in Port Klang.,https://www.thestar.com.my/news/nation/2022/05/19/mmea-plans-to-build-new-maritime-complex-in-port-klang,Austin Camoens Austin Thestar.Com.My,19 May 2022,07:00 AM
Hairul Azreen says embodying a vicious character in 'The Assistant' affected his well-being,"'I felt like his personality was becoming my own,' shares the actor.",https://www.thestar.com.my/lifestyle/entertainment/2022/05/20/hairul-azreen-says-embodying-a-vicious-character-in-039the-assistant039-affected-his-well-being,Mumtaj Begum,20 May 2022,02:00 PM
Police begin probe into Kit Siang's tweet on Sri Lanka violence,KUALA LUMPUR: Police have opened an investigation over a tweet by Lim Kit Siang that allegedly contained a statement that could threaten public order.,https://www.thestar.com.my/news/nation/2022/05/21/police-begin-probe-into-kit-siang039s-tweet-on-sri-lanka-violence,Austin Camoens,21 May 2022,08:30 AM
A tall order,"A leopard never changes its spots, but we’re more than open to being wrong.",https://www.thestar.com.my/opinion/columnists/on-the-beat/2022/05/22/a-tall-order,"Wong Chun Wai, Wong, Chun Wai",22 May 2022,07:00 AM
Cops to continue 'Ops Tapis' to identify drug lords,PASIR MAS: The Royal Malaysia Police will continue its operation and investigation to identify the masterminds behind local and international drug smuggling syndicates through several Op Tapis operations.,https://www.thestar.com.my/news/nation/2022/05/23/cops-to-continue-039ops-tapis039-to-identify-drug-lords,N/A,23 May 2022,07:46 PM
Koreans duped by ‘tour agency’ duo,"JOHOR BARU: Their website caters to the Korean community, sharing tips about life in Malaysia and offering travel services.",https://www.thestar.com.my/news/nation/2022/05/24/koreans-duped-by-tour-agency-duo,Nelson Benjamin,24 May 2022,07:00 AM
Over 100 marijuana trees found growing at former diplomat's house,"KUALA LUMPUR: A 78-year-old former diplomat and his son have been arrested following the discovery of about 100 ganja trees growing in their house compound in Janda Baik, Pahang.",https://www.thestar.com.my/news/nation/2022/05/24/cops-find-over-100-marijuana-trees-growing-in-former-diplomat039s-house,Farik Zolkepli,24 May 2022,11:28 AM
Keeping data in safe hands,FROM DATUK SERI AKHBAR SATAR President Malaysian Association of Certified Fraud Examiners,https://www.thestar.com.my/opinion/letters/2022/05/25/keeping-data-in-safe-hands,N/A,25 May 2022,07:00 AM
MMEA foils bid to smuggle over RM1mil worth of drugs,"ALOR GAJAH: The Malaysia Maritime Enforcement Agency (MMEA) has foiled an attempt to smuggle about 26kg of drugs believed to be syabu out of the country through the waters of Tanjung Sepat, Selangor.",https://www.thestar.com.my/news/nation/2022/05/25/mmea-foils-bid-to-smuggle-over-rm1mil-worth-of-drugs,N/A,25 May 2022,03:05 PM
Alvin Chong inundated with indecent proposals,"MALAYSIAN actor-singer Alvin Chong, who has more than 1.34 million followers on Instagram, complains that he often receives indecent pictures from fans, both male and female.",https://www.thestar.com.my/news/nation/2022/05/28/alvin-chong-inundated-with-indecent-proposals,N/A,28 May 2022,07:00 AM
"Five arrested, ecstasy pills worth RM26mil seized in KL condo raids",KUALA LUMPUR: Some 263.4kg of ecstasy pills worth RM26.4mil were seized in a series of raids in Kuala Lumpur on Thursday (May 26) that saw five people arrested.,https://www.thestar.com.my/news/nation/2022/05/29/five-arrested-ecstasy-pills-worth-rm26mil-seized-in-kl-condo-raids,Farik Zolkepli,29 May 2022,01:06 PM
Cannabis farm in Janda Baik: Cops seek to extend remand of ex-envoy's son,"KUALA LUMPUR: Bukit Aman is in the midst of completing the investigation in connection with the arrests of a former diplomat and his son along with the seizure of 102 cannabis plants in Janda Baik, Pahang.",https://www.thestar.com.my/news/nation/2022/05/29/cannabis-farm-in-janda-baik-cops-seek-to-extend-remand-of-ex-envoy039s-son,Farik Zolkepli,29 May 2022,01:43 PM
Queen's Counsel Jonathan Laidlaw applies to appear as Najib's lawyer in SRC appeal,KUALA LUMPUR: A British lawyer has applied to be admitted as a lawyer in Malaysia for him to appear as the lead counsel for former prime minister Datuk Seri Najib Razak in the Pekan MP's final appeal in the RM42mil SRC International Sdn Bhd case at the Federal Court.,https://www.thestar.com.my/news/nation/2022/05/31/queen039s-counsel-jonathan-laidlaw-applies-to-appear-as-najib039s-lawyer-in-src-appeal,Nurbaiti Hamdan,31 May 2022,07:58 PM
"Prosecution against Khairuddin not solely based on police reports lodged overseas, court told",KUALA LUMPUR: The High Court was told that the prosecution against former Batu Kawan Umno division leader Datuk Seri Khairuddin Abu Hassan under the Security Offenses (Special Measures) Act 2012 (Sosma) was not solely based on the five police reports he lodged overseas.,https://www.thestar.com.my/news/nation/2022/06/02/prosecution-against-khairuddin-not-solely-based-on-police-reports-lodged-overseas-court-told,N/A,2 June 2022,06:56 PM
Asean News Headlines as at 9pm on Thursday (June 2),News highlights from Asean countries in the Star-AseanPlus section for Thursday (June 2),https://www.thestar.com.my/aseanplus/aseanplus-news/2022/06/02/asean-news-headlines-as-at-9pm-on-thursday-june-2,N/A,2 June 2022,09:39 PM
"Five nabbed, drugs worth over RM25mil seized in raids",KUALA LUMPUR: An array of drugs worth RM25.3mil were seized following a series of raids in Selangor and Kedah.,https://www.thestar.com.my/news/nation/2022/06/03/five-nabbed-drugs-worth-over-rm25mil-seized-in-raids,Farik Zolkepli,3 June 2022,04:31 PM
RM25.3mil drug bust in Selangor and Kedah,KUALA LUMPUR: Hundreds of kilos of meth pills along with an array of other drugs worth RM25.3mil were seized following a series of raids in Selangor and Kedah.,https://www.thestar.com.my/news/nation/2022/06/04/rm253mil-drug-bust-in-selangor-and-kedah,Farik Zolkepli,4 June 2022,07:00 AM
